Time (sec.)	Cycles	"speed_target"	"speed_actual"	"speed_error"
2.898647161	486972723	3600.000000000	3201.000000000	51.189468384
2.898690476	486980000	3600.000000000	3201.000000000	13.653907776
2.948646238	495372568	3600.000000000	3201.000000000	13.653907776
2.948646238	495372568	3600.000000000	3217.000000000	13.653907776
2.948690476	495380000	3600.000000000	3217.000000000	-30.287761688
2.998646089	503772543	3600.000000000	3217.000000000	-30.287761688
2.998646089	503772543	3600.000000000	3268.000000000	-30.287761688
2.998690476	503780000	3600.000000000	3268.000000000	37.724708557
3.048646256	512172571	3600.000000000	3268.000000000	37.724708557
3.048646256	512172571	3600.000000000	3327.000000000	37.724708557
3.048690476	512180000	3600.000000000	3327.000000000	0.188159943
3.098646714	520572648	3600.000000000	3327.000000000	0.188159943
3.098646714	520572648	3600.000000000	3338.000000000	0.188159943
3.098690476	520580000	3600.000000000	3338.000000000	20.297325134
3.148646679	528972642	3600.000000000	3338.000000000	20.297325134
3.148646679	528972642	3600.000000000	3344.000000000	20.297325134
3.148690476	528980000	3600.000000000	3344.000000000	-37.358352661
3.198646101	537372545	3600.000000000	3344.000000000	-37.358352661
3.198646101	537372545	3600.000000000	3388.000000000	-37.358352661
3.198690476	537380000	3600.000000000	3388.000000000	41.641647339
3.248646321	545772582	3600.000000000	3388.000000000	41.641647339
3.248646321	545772582	3600.000000000	3442.000000000	41.641647339
3.248690476	545780000	3600.000000000	3442.000000000	-4.791931152
3.298647155	554172722	3600.000000000	3442.000000000	-4.791931152
3.298647155	554172722	3600.000000000	3451.000000000	-4.791931152
3.298685476	554179160	3600.000000000	3451.000000000	39.838008881
3.348646690	562572644	3600.000000000	3451.000000000	39.838008881
3.348646690	562572644	3600.000000000	3449.000000000	39.838008881
3.348690476	562580000	3600.000000000	3449.000000000	-19.306381226
3.398646238	570972568	3600.000000000	3449.000000000	-19.306381226
3.398646238	570972568	3600.000000000	3480.000000000	-19.306381226
3.398690476	570980000	3600.000000000	3480.000000000	38.856895447
3.448646196	579372561	3600.000000000	3480.000000000	38.856895447
3.448646196	579372561	3600.000000000	3519.000000000	38.856895447
3.448690476	579380000	3600.000000000	3519.000000000	-14.156898499
3.498691976	587780252	3600.000000000	3519.000000000	-14.156898499
3.498691976	587780252	3600.000000000	3521.000000000	-14.156898499
3.498691976	587780252	3600.000000000	3521.000000000	17.843101501
3.548646685	596172643	3600.000000000	3521.000000000	17.843101501
3.548646685	596172643	3600.000000000	3519.000000000	17.843101501
3.548690476	596180000	3600.000000000	3519.000000000	-6.427524567
3.598646149	604572553	3600.000000000	3519.000000000	-6.427524567
3.598646149	604572553	3600.000000000	3545.000000000	-6.427524567
3.598690476	604580000	3600.000000000	3545.000000000	40.203372955
3.648645565	612972455	3600.000000000	3545.000000000	40.203372955
3.648645565	612972455	3600.000000000	3559.000000000	40.203372955
3.648690476	612980000	3600.000000000	3559.000000000	33.475357056
3.698646649	621372637	3600.000000000	3559.000000000	33.475357056
3.698646649	621372637	3600.000000000	3564.000000000	33.475357056
3.698685476	621379160	3600.000000000	3564.000000000	10.025440216
3.748646256	629772571	3600.000000000	3564.000000000	10.025440216
3.748646256	629772571	3600.000000000	3582.000000000	10.025440216
3.748690476	629780000	3600.000000000	3582.000000000	4.165235519
3.798646220	638172565	3600.000000000	3582.000000000	4.165235519
3.798646220	638172565	3600.000000000	3585.000000000	4.165235519
3.798690476	638180000	3600.000000000	3585.000000000	13.165235519
3.848646232	646572567	3600.000000000	3585.000000000	13.165235519
3.848646232	646572567	3600.000000000	3586.000000000	13.165235519
3.848690476	646580000	3600.000000000	3586.000000000	-1.833072662
3.898646298	654972578	3600.000000000	3586.000000000	-1.833072662
3.898646298	654972578	3600.000000000	3603.000000000	-1.833072662
3.898690476	654980000	3600.000000000	3603.000000000	0.000000000
3.948647214	663372732	3600.000000000	3603.000000000	0.000000000
3.948647214	663372732	3600.000000000	3605.000000000	0.000000000
3.948690476	663380000	3600.000000000	3605.000000000	-16.000000000
3.998646381	671772592	3600.000000000	3605.000000000	-16.000000000
3.998646381	671772592	3600.000000000	3611.000000000	-16.000000000
3.998690476	671780000	3600.000000000	3611.000000000	-17.000000000
4.048646298	680172578	3600.000000000	3611.000000000	-17.000000000
4.048646298	680172578	3600.000000000	3637.000000000	-17.000000000
4.048690476	680180000	3600.000000000	3637.000000000	-39.000000000
4.098646530	688572617	3600.000000000	3637.000000000	-39.000000000
4.098646530	688572617	3600.000000000	3636.000000000	-39.000000000
4.098690476	688580000	3600.000000000	3636.000000000	-5.000000000
4.148646423	696972599	3600.000000000	3636.000000000	-5.000000000
4.148646423	696972599	3600.000000000	3608.000000000	-5.000000000
4.148690476	696980000	3600.000000000	3608.000000000	-62.818931580
